Date,Open,High,Low,Close
04/14/2021,"2,667.58","2,703.16","2,667.58","2,680.59"
04/13/2021,"2,679.31","2,679.56","2,652.48","2,667.58"
04/12/2021,"2,670.52","2,681.80","2,661.12","2,679.31"
04/09/2021,"2,657.89","2,672.60","2,652.09","2,670.52"
04/08/2021,"2,647.92","2,659.46","2,631.90","2,657.89"
04/07/2021,"2,666.66","2,669.48","2,640.65","2,647.92"
04/06/2021,"2,664.98","2,685.43","2,663.11","2,666.66"
04/05/2021,"2,647.71","2,674.70","2,647.71","2,664.98"
04/01/2021,"2,619.15","2,647.72","2,619.15","2,647.71"
03/31/2021,"2,608.69","2,632.91","2,607.37","2,609.24"
03/30/2021,"2,579.23","2,614.00","2,574.25","2,608.69"
03/29/2021,"2,626.57","2,638.55","2,572.66","2,579.23"
03/26/2021,"2,567.03","2,627.45","2,567.03","2,626.57"
03/25/2021,"2,515.47","2,575.94","2,483.75","2,567.03"
03/24/2021,"2,530.91","2,575.60","2,515.37","2,515.47"
03/23/2021,"2,598.77","2,598.77","2,520.16","2,530.91"
03/22/2021,"2,614.15","2,614.29","2,589.03","2,598.77"
03/19/2021,"2,613.14","2,635.19","2,588.56","2,614.15"
03/18/2021,"2,664.14","2,678.33","2,607.51","2,613.14"
03/17/2021,"2,647.10","2,664.99","2,622.60","2,664.14"
03/16/2021,"2,682.61","2,682.61","2,637.01","2,647.10"
03/15/2021,"2,646.34","2,682.94","2,641.94","2,682.61"
