Date,Open,High,Low,Close
11/03/2023,"13,362.85","13,520.28","13,344.73","13,478.28"
11/02/2023,"13,230.49","13,302.18","13,177.64","13,294.19"
11/01/2023,"12,887.06","13,072.43","12,875.20","13,061.47"
10/31/2023,"12,786.62","12,859.40","12,697.04","12,851.24"
10/30/2023,"12,750.47","12,842.96","12,691.56","12,789.48"
10/27/2023,"12,718.69","12,772.43","12,600.57","12,643.01"
10/26/2023,"12,768.97","12,818.14","12,543.86","12,595.61"
10/25/2023,"13,039.86","13,042.52","12,804.30","12,821.22"
10/24/2023,"13,084.99","13,170.39","13,022.85","13,139.87"
10/23/2023,"12,930.85","13,143.23","12,848.83","13,018.33"
10/20/2023,"13,157.77","13,177.35","12,977.44","12,983.81"
10/19/2023,"13,354.80","13,404.73","13,157.33","13,186.18"
10/18/2023,"13,439.68","13,499.74","13,275.30","13,314.30"
10/17/2023,"13,419.87","13,602.25","13,364.74","13,533.75"
10/16/2023,"13,453.81","13,598.05","13,447.17","13,567.98"
10/13/2023,"13,613.59","13,619.54","13,361.85","13,407.23"
10/12/2023,"13,672.47","13,714.14","13,491.56","13,574.22"
10/11/2023,"13,619.21","13,671.11","13,549.29","13,659.68"
10/10/2023,"13,505.81","13,659.63","13,491.81","13,562.84"
10/09/2023,"13,326.22","13,509.30","13,277.48","13,484.24"
10/06/2023,"13,127.68","13,472.27","13,099.03","13,431.34"
10/05/2023,"13,228.12","13,251.18","13,087.57","13,219.83"
10/04/2023,"13,092.92","13,258.76","13,072.52","13,236.01"
10/03/2023,"13,229.68","13,280.04","13,008.60","13,059.47"
10/02/2023,"13,217.99","13,364.03","13,204.08","13,307.77"
09/29/2023,"13,337.71","13,382.98","13,177.09","13,219.32"
09/28/2023,"13,043.37","13,270.97","13,025.11","13,201.28"
09/27/2023,"13,115.36","13,156.37","12,963.16","13,092.85"
09/26/2023,"13,180.96","13,199.13","13,033.40","13,063.61"
09/25/2023,"13,172.54","13,277.83","13,132.00","13,271.32"
09/22/2023,"13,287.17","13,353.22","13,200.64","13,211.81"
09/21/2023,"13,328.06","13,362.23","13,222.56","13,223.98"
09/20/2023,"13,710.26","13,727.81","13,467.28","13,469.13"
09/19/2023,"13,649.44","13,705.15","13,578.87","13,678.19"
09/18/2023,"13,669.96","13,751.28","13,663.46","13,710.24"
09/15/2023,"13,889.20","13,895.75","13,684.25","13,708.33"
09/14/2023,"13,889.76","13,957.57","13,810.66","13,926.05"
09/13/2023,"13,773.67","13,868.57","13,733.82","13,813.59"
09/12/2023,"13,858.94","13,913.60","13,763.69","13,773.61"
09/11/2023,"13,884.03","13,937.47","13,805.13","13,917.89"
09/08/2023,"13,754.71","13,843.37","13,733.18","13,761.53"
09/07/2023,"13,675.11","13,774.64","13,642.47","13,748.83"
09/06/2023,"13,988.81","14,001.95","13,802.42","13,872.47"
09/05/2023,"13,994.54","14,060.85","13,945.65","14,020.95"
09/01/2023,"14,129.96","14,149.62","13,982.42","14,031.81"
08/31/2023,"14,041.54","14,114.68","14,010.48","14,034.97"
